variant,depth,X_dim,train_acc,train_auc,val_acc,val_auc,test_acc,test_auc
ll_sig,4,120,0.9888,0.9981456666666667,0.987,0.99655,0.99,0.9999666666666667
base_sig,4,30,0.9564,0.9761463333333333,0.952,0.9694875000000001,0.964,0.9769791666666667
ll_log,4,32,0.9156,0.9356815,0.906,0.9309458333333334,0.929,0.9443541666666666
base_log,4,8,0.9042,0.9120415000000001,0.894,0.9112208333333334,0.92,0.92325
